Calendar Year,Decision Type,Nationality,Occupation,Count
2014,Approved,Peru,ICT Security Specialist,0
2014,Approved,Peru,Metal Machinist (First Class),0
2014,Approved,Philippines,Accountant (General),6
2014,Approved,Philippines,Aeronautical Engineer,3
2014,Approved,Philippines,Agricultural Engineer,3
2014,Approved,Philippines,Airconditioning and Refrigeration Mechanic,3
2014,Approved,Philippines,Amusement Centre Manager,0
2014,Approved,Philippines,Analyst Programmer,3
2014,Approved,Philippines,Apiarist,6
2014,Approved,Philippines,Architectural Draftsperson,3
2014,Approved,Philippines,"Architectural, Building and Surveying Technicians nec",0
2014,Approved,Philippines,Audiologist,3
2014,Approved,Philippines,Automotive Electrician,0
2014,Approved,Philippines,Baker,6
2014,Approved,Philippines,Beef Cattle Farmer,0
2014,Approved,Philippines,Building Inspector,0
2014,Approved,Philippines,Business Machine Mechanic,3
2014,Approved,Philippines,Cabinetmaker,0
2014,Approved,Philippines,Cafe or Restaurant Manager,3
2014,Approved,Philippines,Call or Contact Centre Team Leader,0
2014,Approved,Philippines,Carpenter,21
2014,Approved,Philippines,Chef,21
2014,Approved,Philippines,Chemical Engineer,3
2014,Approved,Philippines,Chemical Plant Operator,0
2014,Approved,Philippines,Chemistry Technician,0
2014,Approved,Philippines,Civil Engineer,6
2014,Approved,Philippines,Civil Engineering Draftsperson,3
2014,Approved,Philippines,Civil Engineering Technician,3
2014,Approved,Philippines,Clinical Coder,0
2014,Approved,Philippines,Community Worker,9
2014,Approved,Philippines,Computer Network and Systems Engineer,9
2014,Approved,Philippines,Construction Estimator,0
2014,Approved,Philippines,Construction Project Manager,3
2014,Approved,Philippines,Contract Administrator,0
2014,Approved,Philippines,Cook,6
2014,Approved,Philippines,Customer Service Manager,0
2014,Approved,Philippines,Dairy Cattle Farm Worker,3
2014,Approved,Philippines,Dairy Cattle Farmer,54
2014,Approved,Philippines,Database Administrator,9
2014,Approved,Philippines,Dental Technician,0
2014,Approved,Philippines,Developer Programmer,9
2014,Approved,Philippines,Diesel Motor Mechanic,6
2014,Approved,Philippines,Disabilities Services Officer,3
2014,Approved,Philippines,Diversional Therapist,0
2014,Approved,Philippines,Dressmaker or Tailor,0
2014,Approved,Philippines,Early Childhood (Pre-primary School) Teacher,9
2014,Approved,Philippines,Electrical Engineer,3
2014,Approved,Philippines,Electrical Engineering Technician,3
2014,Approved,Philippines,Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ),12
2014,Approved,Philippines,Electrician (General),3
2014,Approved,Philippines,Electronic Engineering Draftsperson,0
2014,Approved,Philippines,Electronic Engineering Technician,0
2014,Approved,Philippines,Electronics Engineer,9
2014,Approved,Philippines,Engineering Manager,3
2014,Approved,Philippines,Engineering Patternmaker,0
2014,Approved,Philippines,Engineering Professionals nec,3
2014,Approved,Philippines,Environmental Consultant,0
2014,Approved,Philippines,Environmental Engineer,3
2014,Approved,Philippines,External Auditor,3
2014,Approved,Philippines,Facilities Manager,0
2014,Approved,Philippines,Financial Investment Adviser,0
2014,Approved,Philippines,Fitter-Welder,6
2014,Approved,Philippines,Fitter (General),0
2014,Approved,Philippines,Fitter and Turner,6
2014,Approved,Philippines,Food Technologist,6
2014,Approved,Philippines,Forester (Aus) / Forest Scientist (NZ),3
2014,Approved,Philippines,Geologist,0
2014,Approved,Philippines,Geotechnical Engineer,0
2014,Approved,Philippines,Glazier,3
2014,Approved,Philippines,Graphic Designer,0
2014,Approved,Philippines,Hairdresser,0
2014,Approved,Philippines,Hardware Technician,3
2014,Approved,Philippines,Health Practice Manager,3
2014,Approved,Philippines,Hotel Service Manager,0
2014,Approved,Philippines,Human Resource Adviser,0
2014,Approved,Philippines,ICT Business Analyst,9
2014,Approved,Philippines,ICT Business Development Manager,0
2014,Approved,Philippines,ICT Customer Support Officer,33
2014,Approved,Philippines,ICT Project Manager,6
2014,Approved,Philippines,ICT Quality Assurance Engineer,3
2014,Approved,Philippines,ICT Support and Test Engineers nec,3
2014,Approved,Philippines,ICT Support Engineer,15
2014,Approved,Philippines,ICT Support Technicians nec,3
2014,Approved,Philippines,ICT Systems Test Engineer,6
2014,Approved,Philippines,ICT Trainer,3
2014,Approved,Philippines,Industrial Engineer,3
2014,Approved,Philippines,Industrial Pharmacist,0
2014,Approved,Philippines,Internal Auditor,3
2014,Approved,Philippines,Jeweller,0
2014,Approved,Philippines,Joiner,6
2014,Approved,Philippines,Kaiawhina (Hauora) (Maori Health Assistant),3
2014,Approved,Philippines,Management Consultant,0
2014,Approved,Philippines,Marketing Specialist,0
2014,Approved,Philippines,Massage Therapist,0
2014,Approved,Philippines,Mechanical Engineer,9
2014,Approved,Philippines,Mechanical Engineering Draftsperson,0
2014,Approved,Philippines,Mechanical Engineering Technician,0
2014,Approved,Philippines,Medical Laboratory Technician,12
2014,Approved,Philippines,Metal Casting Trades Worker,12
2014,Approved,Philippines,Metal Fabricator,6
2014,Approved,Philippines,Metal Machinist (First Class),27
2014,Approved,Philippines,Microbiologist,3
2014,Approved,Philippines,Motor Mechanic (General),3
2014,Approved,Philippines,Motorcycle Mechanic,0
2014,Approved,Philippines,Multimedia Designer,3
2014,Approved,Philippines,Network Administrator,0
2014,Approved,Philippines,Network Analyst,3
2014,Approved,Philippines,Not Stated,0
2014,Approved,Philippines,Nurse Manager,0
2014,Approved,Philippines,Nurseryperson,0
2014,Approved,Philippines,Office Manager,6
2014,Approved,Philippines,Organisation and Methods Analyst,3
2014,Approved,Philippines,Painting Trades Worker,18
2014,Approved,Philippines,Panelbeater,0
2014,Approved,Philippines,Pastrycook,0
2014,Approved,Philippines,Pathology Collector (Aus) / Phlebotomist (NZ),15
2014,Approved,Philippines,Personal Assistant,6
2014,Approved,Philippines,Pharmacy Technician,0
2014,Approved,Philippines,Pig Farmer,0
2014,Approved,Philippines,Plastics Technician,0
2014,Approved,Philippines,Policy Analyst,0
2014,Approved,Philippines,Pressure Welder,0
2014,Approved,Philippines,Private Tutors and Teachers nec,0
2014,Approved,Philippines,Production Manager (Manufacturing),0
2014,Approved,Philippines,Production or Plant Engineer,3
2014,Approved,Philippines,Program or Project Administrator,3
2014,Approved,Philippines,Property Manager,0
2014,Approved,Philippines,Quantity Surveyor,3
2014,Approved,Philippines,Recruitment Consultant,0
2014,Approved,Philippines,Registered Nurse (Aged Care),261
2014,Approved,Philippines,Registered Nurse (Child and Family Health),6
2014,Approved,Philippines,Registered Nurse (Critical Care and Emergency),18
2014,Approved,Philippines,Registered Nurse (Disability and Rehabilitation),0
2014,Approved,Philippines,Registered Nurse (Medical Practice),3
2014,Approved,Philippines,Registered Nurse (Medical),45
2014,Approved,Philippines,Registered Nurse (Mental Health),0
2014,Approved,Philippines,Registered Nurse (Paediatric),3
2014,Approved,Philippines,Registered Nurse (Perioperative),33
2014,Approved,Philippines,Registered Nurse (Surgical),18
2014,Approved,Philippines,Registered Nurses nec,3
2014,Approved,Philippines,Residential Care Officer,21
2014,Approved,Philippines,Retail Manager (General),3
2014,Approved,Philippines,Retirement Village Manager,0
2014,Approved,Philippines,Sales Representative (Industrial Products),0
2014,Approved,Philippines,Sales Representative (Medical and Pharmaceutical Products),0
2014,Approved,Philippines,Science Technicians nec,0
2014,Approved,Philippines,Secretary (General),3
2014,Approved,Philippines,Security Consultant,0
2014,Approved,Philippines,Sheetmetal Trades Worker,6
2014,Approved,Philippines,Social Worker,3
2014,Approved,Philippines,Software and Applications Programmers nec,3
2014,Approved,Philippines,Software Engineer,15
2014,Approved,Philippines,Software Tester,15
2014,Approved,Philippines,Special Needs Teacher,0
2014,Approved,Philippines,Statistician,0
2014,Approved,Philippines,Stonemason,0
2014,Approved,Philippines,Structural Engineer,0
2014,Approved,Philippines,Systems Administrator,3
2014,Approved,Philippines,Systems Analyst,6
2014,Approved,Philippines,Technical Sales Representatives nec,0
2014,Approved,Philippines,Technicians and Trades Workers nec,3
2014,Approved,Philippines,Telecommunications Cable Jointer,3
2014,Approved,Philippines,Telecommunications Engineer,3
2014,Approved,Philippines,Telecommunications Network Engineer,3
2014,Approved,Philippines,Telecommunications Network Planner,3
2014,Approved,Philippines,Telecommunications Technical Officer or Technologist,0
2014,Approved,Philippines,Telecommunications Technician,6
2014,Approved,Philippines,"Textile, Clothing and Footwear Mechanic",0
2014,Approved,Philippines,Training and Development Professional,0
2014,Approved,Philippines,University Lecturer,3
2014,Approved,Philippines,Upholsterer,3
2014,Approved,Philippines,Vehicle Body Builder,3
2014,Approved,Philippines,Vehicle Painter,0
2014,Approved,Philippines,Wall and Floor Tiler,0
2014,Approved,Philippines,Web Administrator,0
2014,Approved,Philippines,Web Developer,9
2014,Approved,Philippines,Welder (First Class) (Aus) / Welder (NZ),9
2014,Approved,Philippines,Wood Machinist,0
2014,Approved,Poland,Architectural Draftsperson,0
2014,Approved,Poland,Cafe or Restaurant Manager,0
2014,Approved,Poland,Chef,3
2014,Approved,Poland,Chief Executive or Managing Director,0
2014,Approved,Poland,Civil Engineer,3
2014,Approved,Poland,Disabilities Services Officer,3
2014,Approved,Poland,Electrical Engineer,3
2014,Approved,Poland,General Practitioner,0
2014,Approved,Poland,Hairdresser,3
2014,Approved,Poland,ICT Customer Support Officer,0
2014,Approved,Poland,Mechanical Engineer,0
2014,Approved,Poland,Painting Trades Worker,0
2014,Approved,Poland,Social Worker,0
2014,Approved,Poland,Software Engineer,3
2014,Approved,Poland,Stonemason,0
2014,Approved,Poland,Structural Engineer,3
2014,Approved,Poland,Surveying or Spatial Science Technician,0
2014,Approved,Poland,Systems Administrator,0
2014,Approved,Poland,Web Developer,0
2014,Approved,Portugal,Civil Engineering Draftsperson,0
2014,Approved,Portugal,Clinical Psychologist,0
2014,Approved,Portugal,Fibrous Plasterer,0
2014,Approved,Portugal,Geotechnical Engineer,0
2014,Approved,Portugal,Personal Assistant,3
2014,Approved,Portugal,Retail Manager (General),0
2014,Approved,Portugal,Secondary School Teacher,0
2014,Approved,Portugal,Software Engineer,0
2014,Approved,Portugal,Statistician,0
2014,Approved,Romania,Apiarist,0
2014,Approved,Romania,Baker,3
2014,Approved,Romania,Carpenter and Joiner,0
2014,Approved,Romania,Computer Network and Systems Engineer,0
2014,Approved,Romania,Developer Programmer,0
2014,Approved,Romania,Electronic Equipment Trades Worker,3
2014,Approved,Romania,Engineering Professionals nec,0
2014,Approved,Romania,Hairdresser,3
2014,Approved,Romania,ICT Business Analyst,0
2014,Approved,Romania,ICT Security Specialist,3
2014,Approved,Romania,Industrial Engineer,0
2014,Approved,Romania,Retail Manager (General),3
2014,Approved,Romania,Sales and Marketing Manager,3
2014,Approved,Romania,Software Engineer,3
2014,Approved,Romania,Systems Administrator,0
2014,Approved,Romania,Telecommunications Technician,0
2014,Approved,Romania,University Lecturer,0
2014,Approved,Russia,Accountant (General),0
2014,Approved,Russia,Advertising Specialist,3
2014,Approved,Russia,Analyst Programmer,3
2014,Approved,Russia,Architectural Draftsperson,0
2014,Approved,Russia,"Architectural, Building and Surveying Technicians nec",3
2014,Approved,Russia,Automotive Electrician,0
2014,Approved,Russia,Building Associate,3
2014,Approved,Russia,Cafe or Restaurant Manager,3
2014,Approved,Russia,Carpenter,0
2014,Approved,Russia,Chemical Engineer,3
2014,Approved,Russia,Chemist,3
2014,Approved,Russia,Civil Engineering Draftsperson,0
2014,Approved,Russia,Computer Network and Systems Engineer,6
2014,Approved,Russia,Conference and Event Organiser,0
2014,Approved,Russia,Contract Administrator,3
2014,Approved,Russia,Cook,0
2014,Approved,Russia,Customer Service Manager,0
2014,Approved,Russia,Database Administrator,0
2014,Approved,Russia,Developer Programmer,15
2014,Approved,Russia,Early Childhood (Pre-primary School) Teacher,3
2014,Approved,Russia,Earth Science Technician,0
2014,Approved,Russia,Electrical Engineer,3
2014,Approved,Russia,Electrical Engineering Draftsperson,0
2014,Approved,Russia,Electrical Engineering Technician,0
2014,Approved,Russia,Electronic Engineering Technician,3
2014,Approved,Russia,Electronics Engineer,0
2014,Approved,Russia,Engineering Professionals nec,0
2014,Approved,Russia,External Auditor,0
2014,Approved,Russia,Fitter (General),3
2014,Approved,Russia,Hotel or Motel Manager,0
2014,Approved,Russia,Hotel Service Manager,3
2014,Approved,Russia,Human Resource Adviser,3
2014,Approved,Russia,ICT Business Analyst,3
2014,Approved,Russia,ICT Customer Support Officer,0
2014,Approved,Russia,ICT Managers nec,0
2014,Approved,Russia,ICT Project Manager,0
2014,Approved,Russia,ICT Security Specialist,0
2014,Approved,Russia,ICT Support and Test Engineers nec,0
2014,Approved,Russia,ICT Support Engineer,0
2014,Approved,Russia,ICT Systems Test Engineer,3
2014,Approved,Russia,Importer or Exporter,0
2014,Approved,Russia,Information and Organisation Professionals nec,3
2014,Approved,Russia,Liaison Officer,0
2014,Approved,Russia,Management Consultant,3
2014,Approved,Russia,Marketing Specialist,3
2014,Approved,Russia,Mechanical Engineering Draftsperson,0
2014,Approved,Russia,Mechanical Engineering Technician,0
2014,Approved,Russia,Metallurgical or Materials Technician,3
2014,Approved,Russia,Motor Mechanic (General),0
2014,Approved,Russia,Multimedia Designer,3
2014,Approved,Russia,Network Administrator,0
2014,Approved,Russia,Office Manager,6
2014,Approved,Russia,Organisation and Methods Analyst,6
2014,Approved,Russia,Personal Assistant,0
2014,Approved,Russia,Petroleum Engineer,0
2014,Approved,Russia,Pharmacy Technician,3
2014,Approved,Russia,Production Manager (Manufacturing),0
2014,Approved,Russia,Production or Plant Engineer,0
2014,Approved,Russia,Program or Project Administrator,6
2014,Approved,Russia,Quantity Surveyor,0
2014,Approved,Russia,Recruitment Consultant,0
2014,Approved,Russia,Registered Nurse (Medical Practice),3
2014,Approved,Russia,Registered Nurse (Surgical),3
2014,Approved,Russia,Retail Manager (General),3
2014,Approved,Russia,Roof Tiler,0
2014,Approved,Russia,Sales and Marketing Manager,0
2014,Approved,Russia,Secretary (General),0
2014,Approved,Russia,Software and Applications Programmers nec,3
2014,Approved,Russia,Software Engineer,15
2014,Approved,Russia,Supply and Distribution Manager,0
2014,Approved,Russia,Systems Administrator,3
2014,Approved,Russia,Systems Analyst,3
2014,Approved,Russia,Technical Sales Representatives nec,0
2014,Approved,Russia,Translator,0
2014,Approved,Russia,Trust Officer,0
2014,Approved,Russia,University Lecturer,3
2014,Approved,Russia,Web Administrator,3
2014,Approved,Russia,Web Developer,3
2014,Approved,Russia,Welder (First Class) (Aus) / Welder (NZ),3
2014,Approved,Rwanda,Motor Mechanic (General),0
2014,Approved,Samoa,Baker,0
2014,Approved,Samoa,Film and Video Editor,0
2014,Approved,Samoa,Fitter-Welder,3
2014,Approved,Samoa,Program or Project Administrator,3
2014,Approved,Samoa,Telecommunications Network Engineer,0
2014,Approved,Saudi Arabia,General Practitioner,0
2014,Approved,Saudi Arabia,Resident Medical Officer,6
2014,Approved,Serbia,Cafe or Restaurant Manager,3
2014,Approved,Serbia,Electrician (General),0
2014,Approved,Serbia,Metal Fitters and Machinists nec,3
2014,Approved,Serbia,Operating Theatre Technician,0
2014,Approved,Serbia,Web Developer,3
2014,Approved,Seychelles,Retail Pharmacist,3
2014,Approved,Singapore,Accountant (General),0
2014,Approved,Singapore,Actuary,0
2014,Approved,Singapore,Analyst Programmer,0
2014,Approved,Singapore,Database Administrator,3
2014,Approved,Singapore,Dentist,3
2014,Approved,Singapore,Developer Programmer,0
2014,Approved,Singapore,Diesel Motor Mechanic,0
2014,Approved,Singapore,Electrical Engineer,3
2014,Approved,Singapore,Electronics Engineer,0
2014,Approved,Singapore,Fitness Centre Manager,0
2014,Approved,Singapore,Food Technologist,3
2014,Approved,Singapore,General Practitioner,0
2014,Approved,Singapore,ICT Customer Support Officer,0
2014,Approved,Singapore,ICT Managers nec,0
2014,Approved,Singapore,ICT Project Manager,6
2014,Approved,Singapore,ICT Security Specialist,0
2014,Approved,Singapore,Management Consultant,0
2014,Approved,Singapore,Marketing Specialist,3
2014,Approved,Singapore,Mechanical Engineer,3
2014,Approved,Singapore,Minister of Religion,0
2014,Approved,Singapore,Multimedia Specialist,3
2014,Approved,Singapore,Production or Plant Engineer,3
2014,Approved,Singapore,Program or Project Administrator,0
2014,Approved,Singapore,Project Builder,0
2014,Approved,Singapore,Public Relations Professional,0
2014,Approved,Singapore,Quality Assurance Manager,0
2014,Approved,Singapore,Retail Manager (General),0
2014,Approved,Singapore,Science Technicians nec,0
2014,Approved,Singapore,Software Engineer,3
2014,Approved,Singapore,Systems Administrator,0
2014,Approved,Singapore,Systems Analyst,3
2014,Approved,Singapore,Telecommunications Network Engineer,0
2014,Approved,Singapore,Veterinary Nurse,0
2014,Approved,Slovakia,Cafe or Restaurant Manager,3
2014,Approved,Slovakia,Electrician (General),0
2014,Approved,Slovakia,Mechanical Engineer,3
2014,Approved,Slovakia,Program or Project Administrator,0
2014,Approved,Slovakia,Welder (First Class) (Aus) / Welder (NZ),0
2014,Approved,Slovenia,Carpenter and Joiner,0
2014,Approved,Slovenia,Developer Programmer,0
2014,Approved,Slovenia,ICT Support Engineer,0
2014,Approved,Slovenia,ICT Support Technicians nec,0
2014,Approved,Slovenia,Mechanical Engineering Technician,3
2014,Approved,Slovenia,Multimedia Specialist,3
2014,Approved,Slovenia,Pastrycook,0
2014,Approved,Slovenia,Software Engineer,0
2014,Approved,Slovenia,Specialist Managers nec,0
2014,Approved,Slovenia,Structural Engineer,0
2014,Approved,South Africa,Accountant (General),9
2014,Approved,South Africa,Advertising Specialist,3
2014,Approved,South Africa,Airconditioning and Refrigeration Mechanic,3
2014,Approved,South Africa,Aircraft Maintenance Engineer (Avionics),3
2014,Approved,South Africa,Aircraft Maintenance Engineer (Mechanical),0
2014,Approved,South Africa,Analyst Programmer,0
2014,Approved,South Africa,Arborist,0
2014,Approved,South Africa,Architectural Draftsperson,3
2014,Approved,South Africa,"Architectural, Building and Surveying Technicians nec",0
2014,Approved,South Africa,Audiologist,3
2014,Approved,South Africa,Automotive Electrician,3
2014,Approved,South Africa,Building Associate,3
2014,Approved,South Africa,Business Machine Mechanic,3
2014,Approved,South Africa,Cabinetmaker,0
2014,Approved,South Africa,Cafe or Restaurant Manager,3
2014,Approved,South Africa,Call or Contact Centre Manager,0
2014,Approved,South Africa,Call or Contact Centre Team Leader,0
2014,Approved,South Africa,Carpenter,0
2014,Approved,South Africa,Carpenter and Joiner,0
2014,Approved,South Africa,Chef,9
2014,Approved,South Africa,Chief Executive or Managing Director,3
2014,Approved,South Africa,Clinical Coder,0
2014,Approved,South Africa,Clinical Psychologist,0
2014,Approved,South Africa,Computer Network and Systems Engineer,9
2014,Approved,South Africa,Construction Estimator,3
2014,Approved,South Africa,Construction Project Manager,3
2014,Approved,South Africa,Corporate General Manager,0
2014,Approved,South Africa,Corporate Services Manager,3
2014,Approved,South Africa,Customer Service Manager,0
2014,Approved,South Africa,Dairy Cattle Farmer,9
2014,Approved,South Africa,Database Administrator,3
2014,Approved,South Africa,Dental Technician,0
2014,Approved,South Africa,Dentist,0
2014,Approved,South Africa,Developer Programmer,6
2014,Approved,South Africa,Diagnostic and Interventional Radiologist,0
2014,Approved,South Africa,Diesel Motor Mechanic,15
2014,Approved,South Africa,Diver,3
2014,Approved,South Africa,Drainer (Aus) / Drainlayer (NZ),3
2014,Approved,South Africa,Driving Instructor,0
2014,Approved,South Africa,Early Childhood (Pre-primary School) Teacher,3
2014,Approved,South Africa,Earth Science Technician,0
2014,Approved,South Africa,Education Managers nec,0
2014,Approved,South Africa,Educational Psychologist,0
2014,Approved,South Africa,Electrical Engineering Draftsperson,3
2014,Approved,South Africa,Electrical Engineering Technician,0
2014,Approved,South Africa,Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ),6
2014,Approved,South Africa,Electrician (General),30
2014,Approved,South Africa,Electrician (Special Class),0
2014,Approved,South Africa,Electronic Engineering Technician,0
2014,Approved,South Africa,Electronic Equipment Trades Worker,0
2014,Approved,South Africa,Electronic Instrument Trades Worker (General),0
2014,Approved,South Africa,Electronics Engineer,3
2014,Approved,South Africa,Engineering Manager,3
2014,Approved,South Africa,Engineering Professionals nec,3
2014,Approved,South Africa,Engineering Technologist,0
2014,Approved,South Africa,Environmental Manager,0
2014,Approved,South Africa,Environmental Research Scientist,0
2014,Approved,South Africa,Environmental Scientists nec,0
2014,Approved,South Africa,Equipment Hire Manager,0
2014,Approved,South Africa,External Auditor,9
2014,Approved,South Africa,Facilities Manager,3
2014,Approved,South Africa,Film and Video Editor,0
2014,Approved,South Africa,Finance Broker,0
2014,Approved,South Africa,Finance Manager,3
2014,Approved,South Africa,Financial Market Dealer,3
2014,Approved,South Africa,Fitter-Welder,3
2014,Approved,South Africa,Fitter (General),9
2014,Approved,South Africa,Fitter and Turner,3
2014,Approved,South Africa,Fleet Manager,0
2014,Approved,South Africa,Food Technologist,3
2014,Approved,South Africa,Gasfitter,0
2014,Approved,South Africa,Geotechnical Engineer,0
2014,Approved,South Africa,Graphic Designer,3
2014,Approved,South Africa,Graphic Pre-press Trades Worker,0
2014,Approved,South Africa,Hair or Beauty Salon Manager,0
2014,Approved,South Africa,Hairdresser,0
2014,Approved,South Africa,Horse Breeder,0
2014,Approved,South Africa,"Hospitality, Retail and Service Managers nec",3
2014,Approved,South Africa,Hotel or Motel Manager,0
2014,Approved,South Africa,Hotel Service Manager,3
2014,Approved,South Africa,Human Resource Adviser,0
2014,Approved,South Africa,ICT Business Analyst,12
2014,Approved,South Africa,ICT Business Development Manager,0
2014,Approved,South Africa,ICT Customer Support Officer,12
2014,Approved,South Africa,ICT Managers nec,0
2014,Approved,South Africa,ICT Project Manager,6
2014,Approved,South Africa,ICT Sales Representative,3
2014,Approved,South Africa,ICT Security Specialist,3
2014,Approved,South Africa,ICT Support Engineer,6
2014,Approved,South Africa,ICT Support Technicians nec,6
2014,Approved,South Africa,ICT Trainer,3
2014,Approved,South Africa,Illustrator,0
2014,Approved,South Africa,Industrial Engineer,0
2014,Approved,South Africa,Insurance Agent,0
2014,Approved,South Africa,Insurance Broker,6
2014,Approved,South Africa,Insurance Loss Adjuster,3
2014,Approved,South Africa,Interior Designer,3
2014,Approved,South Africa,Internal Auditor,0
2014,Approved,South Africa,Joiner,3
2014,Approved,South Africa,Legal Secretary,3
2014,Approved,South Africa,Management Accountant,0
2014,Approved,South Africa,Management Consultant,0
2014,Approved,South Africa,Marketing Specialist,6
2014,Approved,South Africa,Mechanical Engineer,0
2014,Approved,South Africa,Mechanical Engineering Technician,0
2014,Approved,South Africa,Medical Laboratory Technician,0
2014,Approved,South Africa,Metal Fabricator,3
2014,Approved,South Africa,Metal Machinist (First Class),6
2014,Approved,South Africa,Metallurgical or Materials Technician,0
2014,Approved,South Africa,Minister of Religion,3
2014,Approved,South Africa,Motor Mechanic (General),21
2014,Approved,South Africa,Multimedia Specialist,3
2014,Approved,South Africa,Network Administrator,3
2014,Approved,South Africa,Network Analyst,0
2014,Approved,South Africa,Not Stated,3
2014,Approved,South Africa,Nurse Manager,3
2014,Approved,South Africa,Occupational Health and Safety Adviser,3
2014,Approved,South Africa,Occupational Therapist,3
2014,Approved,South Africa,Office Manager,6
2014,Approved,South Africa,Panelbeater,3
2014,Approved,South Africa,Performing Arts Technicians nec,0
2014,Approved,South Africa,Personal Assistant,12
2014,Approved,South Africa,Pharmacy Technician,0
2014,Approved,South Africa,Plastics Technician,3
2014,Approved,South Africa,Plumber (General),3
2014,Approved,South Africa,Poultry Farmer,3
2014,Approved,South Africa,Practice Managers nec,0
2014,Approved,South Africa,Primary School Teacher,3
2014,Approved,South Africa,Printing Machinist,0
2014,Approved,South Africa,Prison Officer,3
2014,Approved,South Africa,Private Tutors and Teachers nec,0
2014,Approved,South Africa,Procurement Manager,3
2014,Approved,South Africa,Production Manager (Manufacturing),3
2014,Approved,South Africa,Production Manager (Mining),0
2014,Approved,South Africa,Production or Plant Engineer,3
2014,Approved,South Africa,Program Director (Television or Radio),0
2014,Approved,South Africa,Program or Project Administrator,3
2014,Approved,South Africa,Psychologists nec,0
2014,Approved,South Africa,Quality Assurance Manager,0
2014,Approved,South Africa,Quantity Surveyor,6
2014,Approved,South Africa,Radiocommunications Technician,3
2014,Approved,South Africa,Real Estate Agent,0
2014,Approved,South Africa,Recruitment Consultant,6
2014,Approved,South Africa,Registered Nurse (Aged Care),0
2014,Approved,South Africa,Registered Nurse (Medical Practice),0
2014,Approved,South Africa,Registered Nurse (Medical),0
2014,Approved,South Africa,Retail Manager (General),6
2014,Approved,South Africa,Sales and Marketing Manager,9
2014,Approved,South Africa,Sales Representative (Industrial Products),6
2014,Approved,South Africa,Sales Representative (Medical and Pharmaceutical Products),3
2014,Approved,South Africa,Secondary School Teacher,0
2014,Approved,South Africa,Secretary (General),3
2014,Approved,South Africa,Security Consultant,3
2014,Approved,South Africa,Sheetmetal Trades Worker,0
2014,Approved,South Africa,Small Engine Mechanic,0
2014,Approved,South Africa,Social Worker,3
2014,Approved,South Africa,Software and Applications Programmers nec,3
2014,Approved,South Africa,Software Engineer,3
2014,Approved,South Africa,Sound Technician,0
2014,Approved,South Africa,Special Education Teachers nec,3
2014,Approved,South Africa,Specialist Managers nec,0
2014,Approved,South Africa,Speech Pathologist (Aus) / Speech Language Therapist (NZ),3
2014,Approved,South Africa,Sports Administrator,0
2014,Approved,South Africa,Sports Centre Manager,3
2014,Approved,South Africa,Sports Development Officer,3
2014,Approved,South Africa,Structural Engineer,0
2014,Approved,South Africa,Supply and Distribution Manager,9
2014,Approved,South Africa,Surveying or Spatial Science Technician,3
2014,Approved,South Africa,Systems Administrator,3
2014,Approved,South Africa,Systems Analyst,3
2014,Approved,South Africa,Taxation Accountant,0
2014,Approved,South Africa,Technical Director,3
2014,Approved,South Africa,Technical Sales Representatives nec,6
2014,Approved,South Africa,Technicians and Trades Workers nec,6
2014,Approved,South Africa,Telecommunications Cable Jointer,3
2014,Approved,South Africa,Telecommunications Field Engineer,0
2014,Approved,South Africa,Telecommunications Network Planner,3
2014,Approved,South Africa,Telecommunications Technician,6
2014,Approved,South Africa,Tennis Coach,0
2014,Approved,South Africa,Toolmaker,0
2014,Approved,South Africa,Training and Development Professional,0
2014,Approved,South Africa,University Lecturer,0
2014,Approved,South Africa,Urban and Regional Planner,0
2014,Approved,South Africa,Veterinarian,3
2014,Approved,South Africa,Wall and Floor Tiler,0
2014,Approved,South Africa,Web Designer,0
2014,Approved,South Africa,Web Developer,6
2014,Approved,South Africa,Welder (First Class) (Aus) / Welder (NZ),3
2014,Approved,South Africa,Wine Maker,3
2014,Approved,South Korea,Accommodation and Hospitality Managers nec,0
2014,Approved,South Korea,Accountant (General),0
2014,Approved,South Korea,Acupuncturist,3
2014,Approved,South Korea,Advertising Specialist,0
2014,Approved,South Korea,Architect,3
2014,Approved,South Korea,Architectural Draftsperson,3
2014,Approved,South Korea,Baker,9
2014,Approved,South Korea,Boat Builder and Repairer,3
2014,Approved,South Korea,Building Associate,3
2014,Approved,South Korea,Cafe or Restaurant Manager,18
2014,Approved,South Korea,Carpenter,0
2014,Approved,South Korea,Chef,78
2014,Approved,South Korea,Chief Executive or Managing Director,3
2014,Approved,South Korea,Community Worker,3
2014,Approved,South Korea,Contract Administrator,3
2014,Approved,South Korea,Cook,9
2014,Approved,South Korea,Corporate General Manager,3
2014,Approved,South Korea,Customer Service Manager,0
2014,Approved,South Korea,Dental Technician,0
2014,Approved,South Korea,Dental Therapist,0
2014,Approved,South Korea,Dentist,3
2014,Approved,South Korea,Developer Programmer,3
2014,Approved,South Korea,Disabilities Services Officer,3
2014,Approved,South Korea,Early Childhood (Pre-primary School) Teacher,9
2014,Approved,South Korea,Education Managers nec,0
2014,Approved,South Korea,Electronic Engineering Technician,0
2014,Approved,South Korea,Electronics Engineer,3
2014,Approved,South Korea,Film and Video Editor,3
2014,Approved,South Korea,Gardener (General),0
2014,Approved,South Korea,Graphic Designer,3
